Machine readable	1acb751e-decc-405a-095a-4aa568f70b9a	e2b64f4a-3173-4f62-ef89-a9c9dd39694e	abfab98b-8018-4089-b600-63ff50eaef9d	868402c1-7656-4c80-410e-2ee7aaac320f	633598be-b90d-4822-db50-7d2b3506ffaf	757c2dae-9ec4-495f-3c97-5721a303d57a	b8dbe898-da6d-45fc-5932-06b052b148c2	933091ef-9a5f-4427-266a-3b6cc49f3d8e	008b513e-a177-4c33-9a8d-1ccc7af6488a	175110ee-6387-47a6-1a57-e73e729008b2	cb92e6c4-832a-49d3-2ea2-6ed59184898a	1b4b97a4-7d0b-4c13-0ca5-67602587bbf7	3a4ad494-80b2-45b2-7542-2b797e629d33	a6dac5f0-344f-431b-245a-5790783e4bff	91f55312-a619-438a-9dc9-ac11df5367e5	03adeac6-71b9-4151-1fff-8c5c22f7208b	83955fab-37ec-43dd-ba05-9a2be883151a	f104d132-daac-4bea-de08-2554f093b1e1	a10a9e54-a2a5-4d5a-e8c9-59e26c02b456	75bddbc3-ce14-4698-3a68-1c7cd02105f9	34e0272b-ac9e-44c8-907f-5c6a197c6918	addc8f1a-5a10-4916-a826-342a22cf947e	103fd6f1-00fb-4caa-0ff1-612d6e5a197b	167a9bf2-bf94-4b84-beae-503b7b9cccb0	9458471e-52ac-4f44-fdbf-5978e184ef7e	6de15a7f-26d7-423e-7d16-33121e65dd3e	b6bd16e5-7d43-42b5-6108-20f8001aec02	9ab06179-dccb-44bb-3a0c-c1c6943c97f1	02e39334-1975-4707-1ab0-c3bd631e104f	03fe4c37-129e-4dac-e052-1dcb1ee798c6	79a413a2-a734-44d4-d4a1-aa9f58b28c5c	95ab4414-2df3-4877-fecf-d68ca6f4a972	b8f19cfc-456b-4985-ffaf-c6e1e9687347	6f9eb33a-c517-4196-4c6d-21cfcb08b33e	c2cb5935-0c92-45d7-adb2-f8d6529de0a1	f9b6ddee-f39b-4a6e-418b-45fa16ab902d	74e0c82d-9cce-4000-9047-43d8f5c14671	6db6ccba-bff6-4b47-53dd-bbedf9e4eca2
BGE_00414_G03	BGE_00414		G03	https://ror.org/00wz4b049																														Dry				BGE_00414_G03
BGE_00414_B09	BGE_00414		B09	https://ror.org/00wz4b049																														Dry				BGE_00414_B09
RMNH.INS.1531420	BGE_00171		A03																															dry				
RMNH.INS.1531428	BGE_00171		A04							06-Aug-1965																								dry				
BGE_00149_B02																																						
RMNH.INS.1661643	BGE_00190		E09					1969																										Dry				RMNH.INS.1661643
BGE_00149_B04																																						
BGE_00149_B05																																						
BGE_00414_C04	BGE_00414		C04	https://ror.org/00wz4b049																														Dry				BGE_00414_C04
RMNH.INS.1531476	BGE_00171		A10																															dry				
RMNH.INS.1531484	BGE_00171		A11																															dry				
RMNH.INS.1661693	BGE_00190		F03					2024																										Dry				RMNH.INS.1661693
RMNH.INS.1532021	BGE_00184		F09					1997																										Dry				RMNH.INS.1532021
RMNH.INS.1531405	BGE_00171		B01																															dry				
RMNH.INS.1531413	BGE_00171		B02																															dry				
RMNH.INS.1531421	BGE_00171		B03																															dry				
BGE_00149_C02																																						
RMNH.INS.1531445	BGE_00171		B06																															dry				
RMNH.INS.1662153	BGE_00190		F10					2024																										Dry				RMNH.INS.1662153
RMNH.INS.1662154	BGE_00190		F11					2024																										Dry				RMNH.INS.1662154
BGE_00414_D04	BGE_00414		D04	https://ror.org/00wz4b049																														Dry				BGE_00414_D04
BGE_00414_G07	BGE_00414		G07	https://ror.org/00wz4b049																														Dry				BGE_00414_G07
BGE_00149_C07																																						
BGE_00414_D06	BGE_00414		D06	https://ror.org/00wz4b049																														Dry				BGE_00414_D06
RMNH.INS.1531494	BGE_00171		B12																															dry				
RMNH.INS.1531406	BGE_00171		C01																															dry				
BGE_00415_A12	BGE_00415		A12	https://ror.org/00wz4b049				2004																										Dry				BGE_00415_A12
RMNH.INS.1531414	BGE_00171		C02																															dry				
BGE_00414_G08	BGE_00414		G08	https://ror.org/00wz4b049																														Dry				BGE_00414_G08
RMNH.INS.1531422	BGE_00171		C03																															dry				
RMNH.INS.1531430	BGE_00171		C04																															dry				
BGE_00149_D02																																						
BGE_00430_A01																																						
BGE_00430_A02																																						
BGE_00430_A03																																						
BGE_00430_A04																																						
BGE_00149_D03																																						
BGE_00430_A07																																						
BGE_00430_A11																																						
BGE_00430_A12																																						
BGE_00430_B01																																						
BGE_00430_B02																																						
BGE_00430_B03																																						
BGE_00430_B04																																						
BGE_00430_B05																																						
BGE_00430_B06																																						
BGE_00430_B07																																						
BGE_00430_B08																																						
BGE_00430_B09																																						
BGE_00430_B10																																						
RMNH.INS.1662424	BGE_00190		G12																															Dry				RMNH.INS.1662424
BGE_00430_B12																																						
BGE_00430_C01																																						
BGE_00430_C02																																						
BGE_00430_C03																																						
BGE_00430_C04																																						
BGE_ZSM_LEP_0486	BGE_00294		A01																				No permits needed	No										Dry				BGE_ZSM_LEP_0486
BGE_ZSM_LEP_0487	BGE_00294		A02																				No permits needed	No										Dry				BGE_ZSM_LEP_0487
BGE_ZSM_LEP_0488	BGE_00294		A03																				No permits needed	No										Dry				BGE_ZSM_LEP_0488
BGE_ZSM_LEP_0489	BGE_00294		A04																				No permits needed	No										Dry				BGE_ZSM_LEP_0489
BGE_00430_C09																																						
BGE_00430_C10																																						
BGE_00430_C11																																						
BGE_ZSM_LEP_0493	BGE_00294		A08																				No permits needed	No										Dry				BGE_ZSM_LEP_0493
BGE_ZSM_LEP_0494	BGE_00294		A09																				No permits needed	No										Dry				BGE_ZSM_LEP_0494
BGE_ZSM_LEP_0495	BGE_00294		A10																				No permits needed	No										Dry				BGE_ZSM_LEP_0495
BGE_ZSM_LEP_0496	BGE_00294		A11																				No permits needed	No										Dry				BGE_ZSM_LEP_0496
BGE_ZSM_LEP_0497	BGE_00294		A12																				No permits needed	No										Dry				BGE_ZSM_LEP_0497
BGE_ZSM_LEP_0498	BGE_00294		B01																				No permits needed	No										Dry				BGE_ZSM_LEP_0498
BGE_00414_G10	BGE_00414		G10	https://ror.org/00wz4b049																														Dry				BGE_00414_G10
BGE_00430_D07																																						
BGE_00430_D08																																						
BGE_ZSM_LEP_0503	BGE_00294		B06																				No permits needed	No										Dry				BGE_ZSM_LEP_0503
RMNH.INS.1531407	BGE_00171		D01							12-Apr-1974																								dry				
BGE_ZSM_LEP_0505	BGE_00294		B08																				No permits needed	No										Dry				BGE_ZSM_LEP_0505
BGE_ZSM_LEP_0506	BGE_00294		B09																				No permits needed	No										Dry				BGE_ZSM_LEP_0506
BGE_00430_E02																																						
BGE_00430_E03																																						
BGE_ZSM_LEP_0509	BGE_00294		B12																				No permits needed	No										Dry				BGE_ZSM_LEP_0509
BGE_ZSM_LEP_0510	BGE_00294		C01																				No permits needed	No										Dry				BGE_ZSM_LEP_0510
BGE_ZSM_LEP_0511	BGE_00294		C02																				No permits needed	No										Dry				BGE_ZSM_LEP_0511
BGE_ZSM_LEP_0513	BGE_00294		C04																				No permits needed	No										Dry				BGE_ZSM_LEP_0513
BGE_00430_E09																																						
BGE_00430_E10																																						
BGE_00414_E10	BGE_00414		E10	https://ror.org/00wz4b049																														Dry				BGE_00414_E10
BGE_ZSM_LEP_0517	BGE_00294		C08																				No permits needed	No										Dry				BGE_ZSM_LEP_0517
BGE_ZSM_LEP_0518	BGE_00294		C09																				No permits needed	No										Dry				BGE_ZSM_LEP_0518
BGE_ZSM_LEP_0519	BGE_00294		C10																				No permits needed	No										Dry				BGE_ZSM_LEP_0519
BGE_ZSM_LEP_0520	BGE_00294		C11																				No permits needed	No										Dry				BGE_ZSM_LEP_0520
